Unnamed: 0,speaker,sentence,dialect,dialect_norm
swissdial,5122,"sie sprechen mehrere sinne an, da sie gesehen, gerochen, berührt, gefühlt und in einigen fällen gegessen werden können.",de,DE
swissdial,4685,im januar 2020 habe das tolle wintersportwetter für sehr positive ergebnisse gesorgt.,de,DE
swissdial,4116,"die gesetze der physik sind weitgehend, aber nicht vollständig symmetrisch, was links und rechts angeht.",de,DE
swissdial,10315,doch das bundesamt für gesundheit sieht die pflicht bei den kantonen.,de,DE
swissdial,5585,wrens neubau nach dem großen brand übernahm der architekt sir christopher wren die planungen für den wiederaufbau der stadt.,de,DE
swissdial,7751,unter den protestierenden waren offensichtlich auch kämpfer von milizen und einige ihrer anführer.,de,DE
swissdial,2537,er schläft in der lounge.,de,DE
swissdial,6843,"sie sieht keinen grossen bedarf, die ladenöffnungszeiten weiter zu liberalisieren.",de,DE
swissdial,2724,ihm war unterdessen eine idee gekommen.,de,DE
swissdial,8704,"kaum sichtbar, dass hier verschiedene büschel knaulgras wachsen und jedes büschel für sich hat wieder sein eigenes erbgut.",de,DE
swissdial,10024,"auch ihre aktionen, mit offenen türen, kaffee und kuchen auf die bevölkerung zuzugehen, sei gut angekommen.",de,DE
swissdial,9273,in die bresche sprangen andere grosse märkte asiens mit kräftigem wachstum.,de,DE
swissdial,2706,du hast sie gebeten das zu tun?,de,DE
swissdial,10521,"auch sax betont, wie entscheidend es sei, die kontakte von infizierten personen jeweils möglichst schnell ausfindig zu machen.",de,DE
swissdial,7915,juli mit grillpartys im park und sehen sich abends das feuerwerk an.,de,DE
swissdial,1641,statt 16 nehmen neu 24 teams teil.,de,DE
swissdial,5942,"da das team zu saisonbeginn das fa women’s community shield gewann, holten die frauen aus fulham alle vier titel der saison.",de,DE
swissdial,3745,die überlieferungen über seine abstammung sind sehr verworren und widersprüchlich.,de,DE
swissdial,6062,"dies bewegte mir das herz so sehr, daß ich alsbald niederkniete und gott laut für meine genesung dankte.",de,DE
swissdial,2977,"es löst sich in siedendem wasser und ethanol mäßig, es ist unlöslich in diethylether.",de,DE
swissdial,9797,eine analyse von curdin vincenz auffällig ist es schon.,de,DE
swissdial,6810,"ich bin der meinung, dass wir im kanton bern alles daransetzen müssen, dass wir solche initiativen nach kräften fördern.",de,DE
swissdial,2436,schokoladen hingegen werden vornehmlich von der dame des hauses genascht.,de,DE
swissdial,10439,in der schweiz wird die ganze berichterstattung über gesundheit vernachlässigt.,de,DE
swissdial,8761,"ich halte ein ozeanium für einen möglichen weg, das zu erreichen.",de,DE
swissdial,9093,"ist dies vielleicht auch ein grund, weshalb mehr menschen bei ihnen anrufen?",de,DE
swissdial,2292,bei jeder wahl betrachte ich programm und führungsteam der jeweiligen partei.,de,DE
swissdial,7895,"die führung in teheran will damit den druck auf die vertragspartner erhöhen, ihren verpflichtungen aus dem atomdeal nachzukommen.",de,DE
swissdial,1709,unter dem kleinen verchromten waschbecken in der ecke fand er alkohol.,de,DE
swissdial,4716,deren produkte könnten beispielsweise mit strafzöllen belegt werden.,de,DE
swissdial,9535,bislang ist das aber nicht mehr als eine absichtserklärung.,de,DE
swissdial,8117,er ist mit einem konflikt mit großbritannien ebenso konfrontiert wie mit machtkämpfen mit seinen brüdern.,de,DE
swissdial,8525,das entspricht der mittleren von fünf gefahrenstufen.,de,DE
swissdial,7375,anfang 2009 stieg gitarrist michael rothwell aus der band aus und wurde durch oliver goater ersetzt.,de,DE
swissdial,4053,"sein neffe graf philipp ferdinand zu limburg, bronchorst-styrum übernahm die herrschaft.",de,DE
swissdial,3518,aktuell beträgt der rückstand auf einen playoff-platz bereits 14 punkte.,de,DE
swissdial,2894,oder man entsorgt es direkt mit der kerichtabfuhr.,de,DE
swissdial,10984,"touristen hinkommen, werden vom regime kontrolliert.",de,DE
swissdial,2882,betroffen sind im kanton bern einige hundert personen.,de,DE
swissdial,8435,"er reiste dem winter nach um die welt ein lebensstil, den jake burton selber verkörperte.",de,DE
swissdial,9298,dies verringere die abhängigkeit vom ausland und schaffe regionale arbeitsplätze.,de,DE
swissdial,7921,das vergisst die öffentlichkeit nicht so schnell.,de,DE
swissdial,3247,"ein vorschlag lautet, es auch in anderen kantonen zu lehren.",de,DE
swissdial,836,"«die frauen brauchen mehr zeit für die geburt», betont die erfahrene hebamme.",de,DE
swissdial,7417,"das ligament erstreckt sich zuerst über den hinteren dorsalrand, später dann auch zwischen die wirbel.",de,DE
swissdial,8345,damit sollen details über die betrachter der puppen gewonnen werden.,de,DE
swissdial,4492,in österreich wird unter dem begriff meist rührei verstanden.,de,DE
swissdial,1565,"nun hat sie es in der hand, die lehren daraus zu ziehen, beziehungsweise die empfehlungen umzusetzen.",de,DE
swissdial,6417,"am fenster nun lauschen die mädchen, es rauschen die brunnen von fern.",de,DE
swissdial,6617,smalltalk statt methodenaufrufen auf objekten werden diesen in smalltalk nachrichten gesendet.,de,DE
swissdial,913,hier setzt die stiftung mit einem flankierenden projekt namens common voice an.,de,DE
swissdial,8299,gegen die vorstellung eines auswendiglernens wurde vor allem auf die unterschiede zwischen den synoptikern hingewiesen.,de,DE
swissdial,7553,die straße trägt heute in anlehnung an die vergangenen zeiten die bezeichnung ziehberg.,de,DE
swissdial,716,"wasserinsekten wie rückenschwimmer, teichläufer und kleine libellenlarven siedeln sich von selbst an.",de,DE
swissdial,3295,die über 6'000 helferinnen und helfer leisteten insgesamt 85'000 arbeitsstunden.,de,DE
swissdial,6058,"überhaupt, man ist links und rechts umlauert, hinten und vorn.",de,DE
swissdial,1744,einige jugendliche wühlten in eimern mit malaysischen mikrochips.,de,DE
swissdial,1410,"der technopark ist ein paradies für start-up-firmen und junge tüftler, die ihren entwicklungen zum durchbruch verhelfen wollen.",de,DE
swissdial,7657,"zentrale figur des gemäldes ist die junge, weiß gekleidete jane grey, die dem betrachter das gesicht zuwendet.",de,DE
swissdial,9635,bei den nationalratswahlen 2015 hatte die glp die hälfte ihrer sitze verloren und kam noch auf 4.5 prozent wähleranteil.,de,DE
swissdial,3619,und das gleiche würde ich für 5g verlangen.,de,DE
swissdial,9972,"ziel seiner kandidatur ist es wohl vielmehr, den nationalratssitz der zürcher evp zu sichern.",de,DE
swissdial,2766,5 remis an einem spieltag gab es zuletzt in der saison 2002/03.,de,DE
swissdial,7538,der name viktor iro ist ein pseudonym des kulturwissenschaftlers dirk hohnsträter.,de,DE
swissdial,9670,"beängstigend sei das gewesen, als der schwarm vor zwei wochen in ihrem dorf klendetu landete.",de,DE
swissdial,7010,"wir danken der regierung, dass sie den handlungsbedarf anerkennt.",de,DE
swissdial,9061,"ob ein baum die eigentliche ursache war oder eine orkanböe, lasse sich noch nicht genau sagen.",de,DE
swissdial,10811,zudem gibt es strömungen die vom zufluss des rheins und vom wind abhängig sind.,de,DE
swissdial,7870,"boochani, der journalist, wird zum chronisten der unmenschlichkeit.",de,DE
swissdial,6426,dennoch war das deck frei und was sich auf diesem befand trocken.,de,DE
swissdial,28,"und das sei eben ein zeichen, dass die windgeschwindigkeiten in den alpentälern nochmals zunehmen würden.",de,DE
swissdial,1261,"doch crowdfunding bleibt spannend für kulturprojekte, die auf dem konventionellen weg wenig chancen auf fördergelder haben.",de,DE
swissdial,4101,"domänen bilden eine hierarchische struktur, die durch punkte getrennt werden.",de,DE
swissdial,3803,"ursprünglich bezeichnete ""larve"" eine maske oder ein gespenst.",de,DE
swissdial,1422,unterstützt wird das projekt unter anderem vom flüchtlingshilfswerk der vereinten nationen.,de,DE
swissdial,9187,dort wurden in jeder gemeinde sogenannte notfalltreffpunkte eingerichtet und am donnerstag vorgestellt.,de,DE
swissdial,8098,daraufhin löst er verfassungswidrig das parlament auf und ruft parlamentswahlen aus.,de,DE
swissdial,2355,dadurch dass er so sehr geizte konnte er viel geld ansparen.,de,DE
swissdial,8028,diese begann ab 2000 zu implodieren und mugabes physische und psychische gesundheit nahm ab.,de,DE
swissdial,2688,wir traffen uns gegenseitig ins gesicht.,de,DE
swissdial,4399,sein vater förderte sein interesse an kleinbildkameras und richtete seinem sohn eine dunkelkammer ein.,de,DE
swissdial,2571,"viermal maßnehmen und reisen in die stadt, wo mich jemand schubst und sticht.",de,DE
swissdial,4880,nach dem grossen wintereinbruch sieht es nach den aktuellen wetterunterlagen in den nächsten tagen sicher nicht aus.,de,DE
swissdial,6936,"genau dort sind diese spitäler eben vom kanton auch mitfinanziert, die ganzen gesundheitswesen.",de,DE
swissdial,10702,"ich spreche mich dezidiert dafür aus, den flottenschnitt zu senken.",de,DE
swissdial,627,rotkäppchen nickte und machte sich auf den weg.,de,DE
swissdial,9978,hinter dem komitee stehen die svp und einzelne jungfreisinnige.,de,DE
swissdial,161,das kann man so ausdrücken.,de,DE
swissdial,3791,"diese wurde nach england gebracht, um dort gemeinsam mit seiner frau bestattet zu werden.",de,DE
swissdial,10267,"ich glaube, es ist nicht wahrscheinlich, dass es starke negative effekte gibt.",de,DE
swissdial,5608,"eos verliebte sich in ihn, worauf er aus eifersucht von artemis mit pfeilen getötet wird.",de,DE
swissdial,989,die atlantis würde dann zur startanlage fahren und normal starten.,de,DE
swissdial,10795,"das bedeutet, dass steuergeld missbräuchlich in private taschen fliesst.",de,DE
swissdial,4473,die länge einer rufnummer ist international abgestimmt.,de,DE
swissdial,5430,auch im strafvollzug wird aufgrund der gebotenen eigensicherung der gebrauch von handschellen als grundsätzlich verhältnismäßig angesehen.,de,DE
swissdial,7166,wir beraten die version 2 des antrags des regierungsrats und der kommission.,de,DE
swissdial,7414,nach zunächst wechselnden titeln setzte sich 1633 der titel ordinari postzeitung durch.,de,DE
swissdial,7255,damit war nach 8 jahren unterbrechung wieder der privatbesitz von gold und silber erlaubt.,de,DE
swissdial,2582,miteinander geschwatzt haben wir.,de,DE
swissdial,5263,so verhaften fred clever und jeff smart in album nr.,de,DE
swissdial,2567,infolgedessen schrumpft das grasland vor ihren augen.,de,DE
swissdial,7363,"1917 gründete er die musikschule in tampere, die er bis 1924 leitete.",de,DE
swissdial,4914,der jetstream ist ein langer windschlauch in rund 10 kilometern meereshöhe mit sehr grossen windgeschwindigkeiten.,de,DE
swissdial,3216,"das ist der grund, weshalb sich der kapitalismus so lange hat halten können.",de,DE
swissdial,2429,laycock war nicht in der kutsche mitgefahren.,de,DE
swissdial,6376,"als ich mich näherte, erschien ein hund auf dem schiffe, der, als er meiner ansichtig wurde, bellte und heulte.",de,DE
swissdial,6003,"später spürt sie ihn bei einer abendgesellschaft auf, schießt auf ihn, verletzt ihn aber nur leicht.",de,DE
swissdial,9973,"natürlich ist es das den meisten müttern wert, immerhin ist das grossziehen von kindern eine wunderbare und wichtige aufgabe.",de,DE
swissdial,4727,"der pilz breitet sich aus und greift die engerlinge an, diese sterben ab.",de,DE
swissdial,616,duell cvp gegen svp mehrere politiker und eine politikerin möchten in die fussstapfen des abtretenden konrad graber von der cvp treten.,de,DE
swissdial,7455,dieses wurde 1990 von langguth erben aus den beständen der treuhandanstalt übernommen.,de,DE
swissdial,7035,"man hat schon so vieles geprüft, so vieles machen wollen und so viele prüfaufträge entgegengenommen.",de,DE
swissdial,3570,"ein patient ist verstorben, sein jahrgang: 1962.",de,DE
swissdial,259,"ein beispiel: «amazon ist als cloud-anbieter dazu übergegangen, selber computerchips zu entwerfen und zu produzieren», sagt buchmann.",de,DE
swissdial,5868,des weiteren wurde der song all my friends are dead im film jackass 2 verwendet.,de,DE
swissdial,9404,"die strecke die wm 2020 in dübendorf ist die erste überhaupt, die auf einem militärflugplatz stattfindet.",de,DE
swissdial,7573,er besuchte das gymnasium zu aurich und die höhere bürgerschule zu celle.,de,DE
swissdial,3511,am samstag zu hause gegen bern ging das desaster mit einem 0:3 im startdrittel weiter.,de,DE
swissdial,1117,nach der schlacht am weißen berg verloren die benjamin ihren besitz.,de,DE
swissdial,9600,"normaler talk mit einem prominenten, das aber unterwegs in der lieblingsgegend des gastes.",de,DE
swissdial,9471,mit der bezahlung des blutgelds unterstützen safoura bazrafshan und ihre freundinnen eigentlich das sexistische rechtssystem im iran.,de,DE
swissdial,9875,"trotz unzähliger therapiestunden, die kraft ist bis jetzt weg.",de,DE
swissdial,414,"joe gelingt es, gillingham und alle passagiere zu retten, bevor die bombe explodiert.",de,DE
swissdial,8049,laut den veranstaltern nahmen rund 30’000 teilnehmer an kundgebungen in etwa 100 städten teil.,de,DE
swissdial,5478,mehrmals in der nacht durchsuchen sie bis zu 30 minuten ihr fell mit den verlängerten fingern nach parasiten.,de,DE
swissdial,10177,"man sei vorbereitet massnahmen zu treffen, hiess es.",de,DE
swissdial,1271,"auch in berlin gibt es im sommer erholungsorte, wie zum beispiel der trebusersee oder grunewaldsee, wo es sogar einen hundepark hat.",de,DE
swissdial,6196,meine mutter gerieth über diese mittheilung in große bestürzung.,de,DE
swissdial,4313,der teichmolch gilt als sehr anpassungsfähiger lurch und als kulturfolger.,de,DE
swissdial,11167,jetzt begeht der nationalzirkus seine jubiläumstour.,de,DE
swissdial,2587,doch sein kopf war ausgeruht.,de,DE
swissdial,4649,1899 wurde er von seiner mutter zu einer dreimonatigen entziehungskur in die heilanstalt neuilly eingewiesen.,de,DE
swissdial,1836,platzregen führt in kurzer zeit zu relativ hohen mengen niederschlag pro quadratmeter.,de,DE
swissdial,2002,"doch gerade in den grossen schwellenländern lohne es sich, patente anzumelden, sagt jank.",de,DE
swissdial,3220,maurer und kovind werden danach an einem hochrangigen schweizerisch-indischen wirtschaftsforum in bern teilnehmen.,de,DE
swissdial,4785,im raum tokio herrschte am sonntag nach abzug des taifuns derweil wieder gutes wetter.,de,DE
swissdial,9149,"bekanntlich die grösste romanische gemeinde, mit etwa 3000 sprecherinnen und sprechern, ist ja zürich.",de,DE
swissdial,10187,"bei verdacht auf ansteckung mit dem neuen virus, bringt ein test, den der arzt anordnen kann, schnell klarheit.",de,DE
swissdial,6168,"aber ihr könnt vielleicht dableiben, bei meiner mutter.",de,DE
swissdial,8866,"kleine raupe, grosser erfolg und wie es sich für einen promi gehört, ist die berühmte raupe auch auf facebook und instagram präsent.",de,DE
swissdial,6217,"auch der herr oberkellner ist ein gerechter mann, dafür bürge ich.",de,DE
swissdial,1016,nach zwei olympischen medaillen und zwei weltmeistertiteln beendete güldenpfennig dann seine laufbahn.,de,DE
swissdial,8746,"es wird schäden geben, da bin ich mir relativ sicher.",de,DE
swissdial,7239,"nach westen grenzt das land an das östliche sandmeer, einem teil der wüste sahara.",de,DE
swissdial,8070,die übrigen 266 überlebenden werden von vier fischkuttern geborgen und in der hafenstadt quirpon an land gebracht.,de,DE
swissdial,5104,die jungvögel entfernen sich dabei höchstens 15 bis 20 m von der höhle.,de,DE
